NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
492,Couriers and Messengers,Firms,"8,067","5,436","1,068",715,"7,219",682,122,"8,023",44,,,,,,,,,,,,,,,,,,,,,
492,Couriers and Messengers,Establishments,"13,790","5,455","1,073",724,"7,252",844,425,"8,521","5,269",,,,,,,,,,,,,,,,,,,,,
492,Couriers and Messengers,Employment,"571,383","8,135","6,960","9,706","24,801","25,777","18,943","69,521","501,862",,,,,,,,,,,,,,,,,,,,,
492,Couriers and Messengers,"Annual Payroll ($1,000)","19,984,193","238,052","183,346","248,710","670,108","636,228","480,526","1,786,862","18,197,331",,,,,,,,,,,,,,,,,,,,,
4921,Couriers,Firms,"3,578","2,366",451,306,"3,123",347,76,"3,546",32,,,,,,,,,,,,,,,,,,,,,
4921,Couriers,Establishments,"8,724","2,381",456,311,"3,148",439,264,"3,851","4,873",,,,,,,,,,,,,,,,,,,,,
4921,Couriers,Employment,"525,610","3,556","2,906","4,158","10,620","12,747","11,543","34,910","490,700",,,,,,,,,,,,,,,,,,,,,
4921,Couriers,"Annual Payroll ($1,000)","18,856,679","108,377","80,287","114,526","303,190","336,297","311,453","950,940","17,905,739",,,,,,,,,,,,,,,,,,,,,
49211,Couriers,Firms,"3,578","2,366",451,306,"3,123",347,76,"3,546",32,,,,,,,,,,,,,,,,,,,,,
49211,Couriers,Establishments,"8,724","2,381",456,311,"3,148",439,264,"3,851","4,873",,,,,,,,,,,,,,,,,,,,,
49211,Couriers,Employment,"525,610","3,556","2,906","4,158","10,620","12,747","11,543","34,910","490,700",,,,,,,,,,,,,,,,,,,,,
49211,Couriers,"Annual Payroll ($1,000)","18,856,679","108,377","80,287","114,526","303,190","336,297","311,453","950,940","17,905,739",,,,,,,,,,,,,,,,,,,,,
492110,Couriers,Firms,"3,578","2,366",451,306,"3,123",347,76,"3,546",32,,,,,,,,,,,,,,,,,,,,,
492110,Couriers,Establishments,"8,724","2,381",456,311,"3,148",439,264,"3,851","4,873",,,,,,,,,,,,,,,,,,,,,
492110,Couriers,Employment,"525,610","3,556","2,906","4,158","10,620","12,747","11,543","34,910","490,700",,,,,,,,,,,,,,,,,,,,,
492110,Couriers,"Annual Payroll ($1,000)","18,856,679","108,377","80,287","114,526","303,190","336,297","311,453","950,940","17,905,739",,,,,,,,,,,,,,,,,,,,,
4922,Local Messengers and Local Delivery,Firms,"4,511","3,071",617,409,"4,097",346,49,"4,492",19,,,,,,,,,,,,,,,,,,,,,
4922,Local Messengers and Local Delivery,Establishments,"5,066","3,074",617,413,"4,104",405,161,"4,670",396,,,,,,,,,,,,,,,,,,,,,
4922,Local Messengers and Local Delivery,Employment,"45,773","4,579","4,054","5,548","14,181","13,030","7,400","34,611","11,162",,,,,,,,,,,,,,,,,,,,,
4922,Local Messengers and Local Delivery,"Annual Payroll ($1,000)","1,127,514","129,675","103,059","134,184","366,918","299,931","169,073","835,922","291,592",,,,,,,,,,,,,,,,,,,,,
49221,Local Messengers and Local Delivery,Firms,"4,511","3,071",617,409,"4,097",346,49,"4,492",19,,,,,,,,,,,,,,,,,,,,,
49221,Local Messengers and Local Delivery,Establishments,"5,066","3,074",617,413,"4,104",405,161,"4,670",396,,,,,,,,,,,,,,,,,,,,,
49221,Local Messengers and Local Delivery,Employment,"45,773","4,579","4,054","5,548","14,181","13,030","7,400","34,611","11,162",,,,,,,,,,,,,,,,,,,,,
49221,Local Messengers and Local Delivery,"Annual Payroll ($1,000)","1,127,514","129,675","103,059","134,184","366,918","299,931","169,073","835,922","291,592",,,,,,,,,,,,,,,,,,,,,
492210,Local Messengers and Local Delivery,Firms,"4,511","3,071",617,409,"4,097",346,49,"4,492",19,,,,,,,,,,,,,,,,,,,,,
492210,Local Messengers and Local Delivery,Establishments,"5,066","3,074",617,413,"4,104",405,161,"4,670",396,,,,,,,,,,,,,,,,,,,,,
492210,Local Messengers and Local Delivery,Employment,"45,773","4,579","4,054","5,548","14,181","13,030","7,400","34,611","11,162",,,,,,,,,,,,,,,,,,,,,
492210,Local Messengers and Local Delivery,"Annual Payroll ($1,000)","1,127,514","129,675","103,059","134,184","366,918","299,931","169,073","835,922","291,592",,,,,,,,,,,,,,,,,,,,,
493,Warehousing and Storage,Firms,"7,176","2,135",860,744,"3,739","1,290",960,"5,989","1,187",,,,,,,,,,,,,,,,,,,,,
493,Warehousing and Storage,Establishments,"13,849","2,148",878,801,"3,827","1,739","1,710","7,276","6,573",,,,,,,,,,,,,,,,,,,,,
493,Warehousing and Storage,Employment,"595,325","3,879","5,580","9,439","18,898","38,248","62,528","119,674","475,651",,,,,,,,,,,,,,,,,,,,,
493,Warehousing and Storage,"Annual Payroll ($1,000)","21,490,258","156,318","179,477","317,309","653,104","1,294,250","2,140,336","4,087,690","17,402,568",,,,,,,,,,,,,,,,,,,,,
4931,Warehousing and Storage,Firms,"7,176","2,135",860,744,"3,739","1,290",960,"5,989","1,187",,,,,,,,,,,,,,,,,,,,,
4931,Warehousing and Storage,Establishments,"13,849","2,148",878,801,"3,827","1,739","1,710","7,276","6,573",,,,,,,,,,,,,,,,,,,,,
4931,Warehousing and Storage,Employment,"595,325","3,879","5,580","9,439","18,898","38,248","62,528","119,674","475,651",,,,,,,,,,,,,,,,,,,,,
4931,Warehousing and Storage,"Annual Payroll ($1,000)","21,490,258","156,318","179,477","317,309","653,104","1,294,250","2,140,336","4,087,690","17,402,568",,,,,,,,,,,,,,,,,,,,,
49311,General Warehousing and Storage,Firms,"4,937","1,464",593,516,"2,573",865,648,"4,086",851,,,,,,,,,,,,,,,,,,,,,
