NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
333291,Paper Industry Machinery Manufacturing,Firms,235,59,27,58,144,66,16,226,9,,,,,,,,,,,,,,,,,,,,,
333291,Paper Industry Machinery Manufacturing,Establishments,260,59,27,58,144,68,19,231,29,,,,,,,,,,,,,,,,,,,,,
333291,Paper Industry Machinery Manufacturing,Employment,"9,739",116,189,771,"1,076","2,559","2,561","6,196","3,543",,,,,,,,,,,,,,,,,,,,,
333291,Paper Industry Machinery Manufacturing,"Annual Payroll ($1,000)","534,558","6,767","8,222","32,436","47,425","130,484","140,625","318,534","216,024",,,,,,,,,,,,,,,,,,,,,
333292,Textile Machinery Manufacturing,Firms,317,131,54,53,238,61,13,312,5,,,,,,,,,,,,,,,,,,,,,
333292,Textile Machinery Manufacturing,Establishments,328,131,54,53,238,66,19,323,5,,,,,,,,,,,,,,,,,,,,,
333292,Textile Machinery Manufacturing,Employment,"6,675",242,372,708,"1,322","2,244","1,788","5,354","1,321",,,,,,,,,,,,,,,,,,,,,
333292,Textile Machinery Manufacturing,"Annual Payroll ($1,000)","285,926","9,401","12,378","26,002","47,781","95,149","76,954","219,884","66,042",,,,,,,,,,,,,,,,,,,,,
333293,Printing Machinery and Equipment Manufacturing,Firms,400,104,72,79,255,107,24,386,14,,,,,,,,,,,,,,,,,,,,,
333293,Printing Machinery and Equipment Manufacturing,Establishments,427,104,72,79,255,112,39,406,21,,,,,,,,,,,,,,,,,,,,,
333293,Printing Machinery and Equipment Manufacturing,Employment,"13,801",190,464,"1,129","1,783","4,532","2,839","9,154","4,647",,,,,,,,,,,,,,,,,,,,,
333293,Printing Machinery and Equipment Manufacturing,"Annual Payroll ($1,000)","755,741","8,100","20,618","49,369","78,087","225,923","139,445","443,455","312,286",,,,,,,,,,,,,,,,,,,,,
333294,Food Product Machinery Manufacturing,Firms,483,133,77,78,288,138,38,464,19,,,,,,,,,,,,,,,,,,,,,
333294,Food Product Machinery Manufacturing,Establishments,507,133,77,79,289,144,50,483,24,,,,,,,,,,,,,,,,,,,,,
333294,Food Product Machinery Manufacturing,Employment,"16,949",233,520,"1,085","1,838","5,606","5,848","13,292","3,657",,,,,,,,,,,,,,,,,,,,,
333294,Food Product Machinery Manufacturing,"Annual Payroll ($1,000)","887,316","14,513","19,428","46,439","80,380","259,843","343,134","683,357","203,959",,,,,,,,,,,,,,,,,,,,,
333295,Semiconductor Machinery Manufacturing,Firms,214,52,21,36,109,60,20,189,25,,,,,,,,,,,,,,,,,,,,,
333295,Semiconductor Machinery Manufacturing,Establishments,236,52,22,36,110,62,23,195,41,,,,,,,,,,,,,,,,,,,,,
333295,Semiconductor Machinery Manufacturing,Employment,"24,336",110,144,485,739,"2,656","3,748","7,143","17,193",,,,,,,,,,,,,,,,,,,,,
333295,Semiconductor Machinery Manufacturing,"Annual Payroll ($1,000)","2,042,331","9,304","8,368","30,467","48,139","177,777","300,176","526,092","1,516,239",,,,,,,,,,,,,,,,,,,,,
333298,All Other Industrial Machinery Manufacturing,Firms,"1,281",397,215,229,841,293,79,"1,213",68,,,,,,,,,,,,,,,,,,,,,
333298,All Other Industrial Machinery Manufacturing,Establishments,"1,315",397,215,229,841,300,88,"1,229",86,,,,,,,,,,,,,,,,,,,,,
333298,All Other Industrial Machinery Manufacturing,Employment,"38,709",759,"1,401","3,139","5,299","11,363","10,502","27,164","11,545",,,,,,,,,,,,,,,,,,,,,
333298,All Other Industrial Machinery Manufacturing,"Annual Payroll ($1,000)","2,005,160","41,736","63,725","134,977","240,438","551,309","562,836","1,354,583","650,577",,,,,,,,,,,,,,,,,,,,,
3333,Commercial and Service Industry Machinery Manufacturing,Firms,"2,148",732,363,308,"1,403",472,146,"2,021",127,,,,,,,,,,,,,,,,,,,,,
3333,Commercial and Service Industry Machinery Manufacturing,Establishments,"2,300",733,363,308,"1,404",482,177,"2,063",237,,,,,,,,,,,,,,,,,,,,,
3333,Commercial and Service Industry Machinery Manufacturing,Employment,"95,489","1,369","2,468","4,154","7,991","18,705","22,922","49,618","45,871",,,,,,,,,,,,,,,,,,,,,
3333,Commercial and Service Industry Machinery Manufacturing,"Annual Payroll ($1,000)","4,720,710","73,183","99,722","178,675","351,580","835,736","981,010","2,168,326","2,552,384",,,,,,,,,,,,,,,,,,,,,
33331,Commercial and Service Industry Machinery Manufacturing,Firms,"2,148",732,363,308,"1,403",472,146,"2,021",127,,,,,,,,,,,,,,,,,,,,,
33331,Commercial and Service Industry Machinery Manufacturing,Establishments,"2,300",733,363,308,"1,404",482,177,"2,063",237,,,,,,,,,,,,,,,,,,,,,
33331,Commercial and Service Industry Machinery Manufacturing,Employment,"95,489","1,369","2,468","4,154","7,991","18,705","22,922","49,618","45,871",,,,,,,,,,,,,,,,,,,,,
33331,Commercial and Service Industry Machinery Manufacturing,"Annual Payroll ($1,000)","4,720,710","73,183","99,722","178,675","351,580","835,736","981,010","2,168,326","2,552,384",,,,,,,,,,,,,,,,,,,,,
333311,Automatic Vending Machine Manufacturing,Firms,88,31,10,15,56,17,9,82,6,,,,,,,,,,,,,,,,,,,,,
333311,Automatic Vending Machine Manufacturing,Establishments,93,31,10,15,56,17,9,82,11,,,,,,,,,,,,,,,,,,,,,
333311,Automatic Vending Machine Manufacturing,Employment,"5,692",50,[b],203,[e],778,"1,804",[h],[h],,,,,,,,,,,,,,,,,,,,,
333311,Automatic Vending Machine Manufacturing,"Annual Payroll ($1,000)","206,767","2,347",(D),"6,058",(D),"29,515","61,578",(D),(D),,,,,,,,,,,,,,,,,,,,,
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",Firms,44,11,4,8,23,11,8,42,2,,,,,,,,,,,,,,,,,,,,,
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",Establishments,46,11,4,8,23,12,9,44,2,,,,,,,,,,,,,,,,,,,,,
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",Employment,"2,788",19,[b],115,[c],516,"1,613",[g],[e],,,,,,,,,,,,,,,,,,,,,
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing","Annual Payroll ($1,000)","106,184",478,(D),"4,315",(D),"26,095","60,139",(D),(D),,,,,,,,,,,,,,,,,,,,,
333313,Office Machinery Manufacturing,Firms,107,42,11,15,68,14,10,92,15,,,,,,,,,,,,,,,,,,,,,
333313,Office Machinery Manufacturing,Establishments,112,43,11,15,69,14,10,93,19,,,,,,,,,,,,,,,,,,,,,
333313,Office Machinery Manufacturing,Employment,"8,971",79,73,217,369,366,"1,106","1,841","7,130",,,,,,,,,,,,,,,,,,,,,
333313,Office Machinery Manufacturing,"Annual Payroll ($1,000)","547,525","5,214","2,459","10,924","18,597","14,465","56,922","89,984","457,541",,,,,,,,,,,,,,,,,,,,,
333314,Optical Instrument and Lens Manufacturing,Firms,426,142,67,64,273,87,26,386,40,,,,,,,,,,,,,,,,,,,,,
333314,Optical Instrument and Lens Manufacturing,Establishments,449,142,67,64,273,90,29,392,57,,,,,,,,,,,,,,,,,,,,,
333314,Optical Instrument and Lens Manufacturing,Employment,"17,888",277,461,856,"1,594","3,317","3,223","8,134","9,754",,,,,,,,,,,,,,,,,,,,,
333314,Optical Instrument and Lens Manufacturing,"Annual Payroll ($1,000)","1,046,828","13,798","23,242","44,951","81,991","167,241","170,449","419,681","627,147",,,,,,,,,,,,,,,,,,,,,
333315,Photographic and Photocopying Equipment Manufacturing,Firms,239,101,35,43,179,35,15,229,10,,,,,,,,,,,,,,,,,,,,,
333315,Photographic and Photocopying Equipment Manufacturing,Establishments,251,101,35,43,179,36,19,234,17,,,,,,,,,,,,,,,,,,,,,
333315,Photographic and Photocopying Equipment Manufacturing,Employment,"7,138",188,239,591,"1,018","1,426","2,077","4,521","2,617",,,,,,,,,,,,,,,,,,,,,
333315,Photographic and Photocopying Equipment Manufacturing,"Annual Payroll ($1,000)","353,849","11,715","8,180","24,317","44,212","71,739","86,236","202,187","151,662",,,,,,,,,,,,,,,,,,,,,
333319,Other Commercial and Service Industry Machinery Manufacturing,Firms,"1,253",405,236,163,804,308,78,"1,190",63,,,,,,,,,,,,,,,,,,,,,
333319,Other Commercial and Service Industry Machinery Manufacturing,Establishments,"1,349",405,236,163,804,313,101,"1,218",131,,,,,,,,,,,,,,,,,,,,,
333319,Other Commercial and Service Industry Machinery Manufacturing,Employment,"53,012",756,"1,597","2,172","4,525","12,302","13,099","29,926","23,086",,,,,,,,,,,,,,,,,,,,,
333319,Other Commercial and Service Industry Machinery Manufacturing,"Annual Payroll ($1,000)","2,459,557","39,631","62,562","88,110","190,303","526,681","545,686","1,262,670","1,196,887",,,,,,,,,,,,,,,,,,,,,
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Firms,"1,502",377,234,215,826,407,150,"1,383",119,,,,,,,,,,,,,,,,,,,,,
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Establishments,"1,801",378,234,215,827,419,189,"1,435",366,,,,,,,,,,,,,,,,,,,,,
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Employment,"150,277",682,"1,600","2,889","5,171","16,853","24,848","46,872","103,405",,,,,,,,,,,,,,,,,,,,,
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Annual Payroll ($1,000)","6,101,053","41,583","61,246","115,899","218,728","695,756","942,910","1,857,394","4,243,659",,,,,,,,,,,,,,,,,,,,,
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Firms,"1,502",377,234,215,826,407,150,"1,383",119,,,,,,,,,,,,,,,,,,,,,
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Establishments,"1,801",378,234,215,827,419,189,"1,435",366,,,,,,,,,,,,,,,,,,,,,
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Employment,"150,277",682,"1,600","2,889","5,171","16,853","24,848","46,872","103,405",,,,,,,,,,,,,,,,,,,,,
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Annual Payroll ($1,000)","6,101,053","41,583","61,246","115,899","218,728","695,756","942,910","1,857,394","4,243,659",,,,,,,,,,,,,,,,,,,,,
333411,Air Purification Equipment Manufacturing,Firms,303,80,59,41,180,81,17,278,25,,,,,,,,,,,,,,,,,,,,,
333411,Air Purification Equipment Manufacturing,Establishments,351,80,59,41,180,85,19,284,67,,,,,,,,,,,,,,,,,,,,,
333411,Air Purification Equipment Manufacturing,Employment,"14,883",137,388,562,"1,087","3,293","2,158","6,538","8,345",,,,,,,,,,,,,,,,,,,,,
333411,Air Purification Equipment Manufacturing,"Annual Payroll ($1,000)","539,663","8,135","15,812","22,890","46,837","131,967","71,375","250,179","289,484",,,,,,,,,,,,,,,,,,,,,
333412,Industrial and Commercial Fan and Blower Manufacturing,Firms,142,19,20,16,55,54,17,126,16,,,,,,,,,,,,,,,,,,,,,
333412,Industrial and Commercial Fan and Blower Manufacturing,Establishments,163,19,20,16,55,54,27,136,27,,,,,,,,,,,,,,,,,,,,,
333412,Industrial and Commercial Fan and Blower Manufacturing,Employment,"10,506",39,132,212,383,"2,403","3,770","6,556","3,950",,,,,,,,,,,,,,,,,,,,,
333412,Industrial and Commercial Fan and Blower Manufacturing,"Annual Payroll ($1,000)","426,988","1,558","6,158","8,015","15,731","109,503","148,966","274,200","152,788",,,,,,,,,,,,,,,,,,,,,
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Firms,377,103,64,60,227,85,40,352,25,,,,,,,,,,,,,,,,,,,,,
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Establishments,407,104,64,60,228,85,43,356,51,,,,,,,,,,,,,,,,,,,,,
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Employment,"20,577",183,448,760,"1,391","3,548","5,997","10,936","9,641",,,,,,,,,,,,,,,,,,,,,
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,"Annual Payroll ($1,000)","810,722","9,837","14,945","27,787","52,569","145,161","239,341","437,071","373,651",,,,,,,,,,,,,,,,,,,,,
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Firms,704,175,91,98,364,188,81,633,71,,,,,,,,,,,,,,,,,,,,,
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Establishments,880,175,91,98,364,195,100,659,221,,,,,,,,,,,,,,,,,,,,,
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Employment,"104,311",323,632,"1,355","2,310","7,609","12,923","22,842","81,469",,,,,,,,,,,,,,,,,,,,,
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,"Annual Payroll ($1,000)","4,323,680","22,053","24,331","57,207","103,591","309,125","483,228","895,944","3,427,736",,,,,,,,,,,,,,,,,,,,,
3335,Metalworking Machinery Manufacturing,Firms,"7,890","2,652","1,590","1,557","5,799","1,650",302,"7,751",139,,,,,,,,,,,,,,,,,,,,,
3335,Metalworking Machinery Manufacturing,Establishments,"8,181","2,654","1,591","1,563","5,808","1,730",378,"7,916",265,,,,,,,,,,,,,,,,,,,,,
3335,Metalworking Machinery Manufacturing,Employment,"173,681","5,277","10,678","21,244","37,199","63,669","37,969","138,837","34,844",,,,,,,,,,,,,,,,,,,,,
3335,Metalworking Machinery Manufacturing,"Annual Payroll ($1,000)","8,499,106","223,844","415,039","914,824","1,553,707","2,989,991","1,986,254","6,529,952","1,969,154",,,,,,,,,,,,,,,,,,,,,
33351,Metalworking Machinery Manufacturing,Firms,"7,890","2,652","1,590","1,557","5,799","1,650",302,"7,751",139,,,,,,,,,,,,,,,,,,,,,
33351,Metalworking Machinery Manufacturing,Establishments,"8,181","2,654","1,591","1,563","5,808","1,730",378,"7,916",265,,,,,,,,,,,,,,,,,,,,,
33351,Metalworking Machinery Manufacturing,Employment,"173,681","5,277","10,678","21,244","37,199","63,669","37,969","138,837","34,844",,,,,,,,,,,,,,,,,,,,,
33351,Metalworking Machinery Manufacturing,"Annual Payroll ($1,000)","8,499,106","223,844","415,039","914,824","1,553,707","2,989,991","1,986,254","6,529,952","1,969,154",,,,,,,,,,,,,,,,,,,,,
333511,Industrial Mold Manufacturing,Firms,"2,084",673,447,418,"1,538",421,83,"2,042",42,,,,,,,,,,,,,,,,,,,,,
333511,Industrial Mold Manufacturing,Establishments,"2,126",673,448,418,"1,539",439,94,"2,072",54,,,,,,,,,,,,,,,,,,,,,
333511,Industrial Mold Manufacturing,Employment,"39,917","1,344","3,023","5,635","10,002","16,049","8,543","34,594","5,323",,,,,,,,,,,,,,,,,,,,,
333511,Industrial Mold Manufacturing,"Annual Payroll ($1,000)","1,847,125","58,798","124,426","250,913","434,137","759,227","423,961","1,617,325","229,800",,,,,,,,,,,,,,,,,,,,,
333512,Machine Tool (Metal Cutting Types) Manufacturing,Firms,514,166,65,95,326,134,31,491,23,,,,,,,,,,,,,,,,,,,,,
333512,Machine Tool (Metal Cutting Types) Manufacturing,Establishments,530,166,65,96,327,140,33,500,30,,,,,,,,,,,,,,,,,,,,,
333512,Machine Tool (Metal Cutting Types) Manufacturing,Employment,"17,220",278,440,"1,288","2,006","5,193","3,653","10,852","6,368",,,,,,,,,,,,,,,,,,,,,
333512,Machine Tool (Metal Cutting Types) Manufacturing,"Annual Payroll ($1,000)","1,083,599","13,974","15,719","56,319","86,012","254,180","199,726","539,918","543,681",,,,,,,,,,,,,,,,,,,,,
333513,Machine Tool (Metal Forming Types) Manufacturing,Firms,274,68,55,41,164,75,24,263,11,,,,,,,,,,,,,,,,,,,,,
333513,Machine Tool (Metal Forming Types) Manufacturing,Establishments,285,68,55,41,164,81,27,272,13,,,,,,,,,,,,,,,,,,,,,
333513,Machine Tool (Metal Forming Types) Manufacturing,Employment,"8,556",107,388,573,"1,068","3,033","3,240","7,341","1,215",,,,,,,,,,,,,,,,,,,,,
333513,Machine Tool (Metal Forming Types) Manufacturing,"Annual Payroll ($1,000)","436,193","7,395","16,096","27,709","51,200","129,877","182,254","363,331","72,862",,,,,,,,,,,,,,,,,,,,,
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",Firms,"3,172","1,150",660,615,"2,425",611,90,"3,126",46,,,,,,,,,,,,,,,,,,,,,
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",Establishments,"3,232","1,151",660,616,"2,427",626,118,"3,171",61,,,,,,,,,,,,,,,,,,,,,
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",Employment,"57,576","2,374","4,380","8,323","15,077","22,918","11,267","49,262","8,314",,,,,,,,,,,,,,,,,,,,,
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","Annual Payroll ($1,000)","2,761,807","90,434","162,781","356,242","609,457","1,095,748","607,572","2,312,777","449,030",,,,,,,,,,,,,,,,,,,,,
333515,Cutting Tool and Machine Tool Accessory Manufacturing,Firms,"1,482",506,295,306,"1,107",293,53,"1,453",29,,,,,,,,,,,,,,,,,,,,,
333515,Cutting Tool and Machine Tool Accessory Manufacturing,Establishments,"1,552",506,295,308,"1,109",304,66,"1,479",73,,,,,,,,,,,,,,,,,,,,,
333515,Cutting Tool and Machine Tool Accessory Manufacturing,Employment,"34,922","1,018","1,989","4,184","7,191","10,784","7,254","25,229","9,693",,,,,,,,,,,,,,,,,,,,,
333515,Cutting Tool and Machine Tool Accessory Manufacturing,"Annual Payroll ($1,000)","1,528,746","44,717","76,108","171,164","291,989","450,102","338,207","1,080,298","448,448",,,,,,,,,,,,,,,,,,,,,
333516,Rolling Mill Machinery and Equipment Manufacturing,Firms,70,8,14,13,35,16,12,63,7,,,,,,,,,,,,,,,,,,,,,
333516,Rolling Mill Machinery and Equipment Manufacturing,Establishments,73,8,14,13,35,16,13,64,9,,,,,,,,,,,,,,,,,,,,,
333516,Rolling Mill Machinery and Equipment Manufacturing,Employment,"3,020",18,100,189,307,582,"1,400","2,289",731,,,,,,,,,,,,,,,,,,,,,
333516,Rolling Mill Machinery and Equipment Manufacturing,"Annual Payroll ($1,000)","171,950",494,"5,490","8,156","14,140","28,296","91,667","134,103","37,847",,,,,,,,,,,,,,,,,,,,,
333518,Other Metalworking Machinery Manufacturing,Firms,362,82,54,71,207,113,23,343,19,,,,,,,,,,,,,,,,,,,,,
333518,Other Metalworking Machinery Manufacturing,Establishments,383,82,54,71,207,124,27,358,25,,,,,,,,,,,,,,,,,,,,,
333518,Other Metalworking Machinery Manufacturing,Employment,"12,470",138,358,"1,052","1,548","5,110","2,612","9,270","3,200",,,,,,,,,,,,,,,,,,,,,
333518,Other Metalworking Machinery Manufacturing,"Annual Payroll ($1,000)","669,686","8,032","14,419","44,321","66,772","272,561","142,867","482,200","187,486",,,,,,,,,,,,,,,,,,,,,
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Firms,762,181,106,120,407,200,70,677,85,,,,,,,,,,,,,,,,,,,,,
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Establishments,915,181,106,120,407,210,81,698,217,,,,,,,,,,,,,,,,,,,,,
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Employment,"99,827",324,731,"1,639","2,694","8,287","11,185","22,166","77,661",,,,,,,,,,,,,,,,,,,,,
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Annual Payroll ($1,000)","5,271,411","14,997","29,577","74,423","118,997","389,292","542,979","1,051,268","4,220,143",,,,,,,,,,,,,,,,,,,,,
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Firms,762,181,106,120,407,200,70,677,85,,,,,,,,,,,,,,,,,,,,,
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Establishments,915,181,106,120,407,210,81,698,217,,,,,,,,,,,,,,,,,,,,,
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Employment,"99,827",324,731,"1,639","2,694","8,287","11,185","22,166","77,661",,,,,,,,,,,,,,,,,,,,,
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Annual Payroll ($1,000)","5,271,411","14,997","29,577","74,423","118,997","389,292","542,979","1,051,268","4,220,143",,,,,,,,,,,,,,,,,,,,,
333611,Turbine and Turbine Generator Set Units Manufacturing,Firms,116,32,13,14,59,24,13,96,20,,,,,,,,,,,,,,,,,,,,,
333611,Turbine and Turbine Generator Set Units Manufacturing,Establishments,136,32,13,14,59,24,13,96,40,,,,,,,,,,,,,,,,,,,,,
333611,Turbine and Turbine Generator Set Units Manufacturing,Employment,"18,268",48,86,189,323,925,"2,115","3,363","14,905",,,,,,,,,,,,,,,,,,,,,
333611,Turbine and Turbine Generator Set Units Manufacturing,"Annual Payroll ($1,000)","1,181,098","2,759","3,850","14,862","21,471","53,586","104,787","179,844","1,001,254",,,,,,,,,,,,,,,,,,,,,
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Firms,197,34,30,36,100,64,15,179,18,,,,,,,,,,,,,,,,,,,,,
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Establishments,226,34,30,36,100,70,20,190,36,,,,,,,,,,,,,,,,,,,,,
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Employment,"12,374",63,206,490,759,"2,738","2,564","6,061","6,313",,,,,,,,,,,,,,,,,,,,,
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Annual Payroll ($1,000)","620,597","2,813","7,906","21,648","32,367","129,820","138,391","300,578","320,019",,,,,,,,,,,,,,,,,,,,,
333613,Mechanical Power Transmission Equipment Manufacturing,Firms,196,39,24,33,96,59,17,172,24,,,,,,,,,,,,,,,,,,,,,
333613,Mechanical Power Transmission Equipment Manufacturing,Establishments,231,39,24,33,96,61,20,177,54,,,,,,,,,,,,,,,,,,,,,
333613,Mechanical Power Transmission Equipment Manufacturing,Employment,"15,645",96,167,450,713,"2,429","3,190","6,332","9,313",,,,,,,,,,,,,,,,,,,,,
333613,Mechanical Power Transmission Equipment Manufacturing,"Annual Payroll ($1,000)","754,518","4,428","7,290","18,799","30,517","114,790","150,755","296,062","458,456",,,,,,,,,,,,,,,,,,,,,
333618,Other Engine Equipment Manufacturing,Firms,271,76,39,37,152,53,25,230,41,,,,,,,,,,,,,,,,,,,,,
333618,Other Engine Equipment Manufacturing,Establishments,322,76,39,37,152,55,28,235,87,,,,,,,,,,,,,,,,,,,,,
333618,Other Engine Equipment Manufacturing,Employment,"53,540",117,272,510,899,"2,195","3,316","6,410","47,130",,,,,,,,,,,,,,,,,,,,,
333618,Other Engine Equipment Manufacturing,"Annual Payroll ($1,000)","2,715,198","4,997","10,531","19,114","34,642","91,096","149,046","274,784","2,440,414",,,,,,,,,,,,,,,,,,,,,
3339,Other General Purpose Machinery Manufacturing,Firms,"5,585","1,558",958,"1,000","3,516","1,398",393,"5,307",278,,,,,,,,,,,,,,,,,,,,,
3339,Other General Purpose Machinery Manufacturing,Establishments,"6,242","1,558",958,"1,000","3,516","1,454",511,"5,481",761,,,,,,,,,,,,,,,,,,,,,
3339,Other General Purpose Machinery Manufacturing,Employment,"280,571","2,967","6,422","13,794","23,183","58,047","53,510","134,740","145,831",,,,,,,,,,,,,,,,,,,,,
3339,Other General Purpose Machinery Manufacturing,"Annual Payroll ($1,000)","14,157,697","138,509","258,069","598,039","994,617","2,713,696","2,541,239","6,249,552","7,908,145",,,,,,,,,,,,,,,,,,,,,
33391,Pump and Compressor Manufacturing,Firms,705,177,113,117,407,171,52,630,75,,,,,,,,,,,,,,,,,,,,,
33391,Pump and Compressor Manufacturing,Establishments,847,177,113,117,407,178,69,654,193,,,,,,,,,,,,,,,,,,,,,
33391,Pump and Compressor Manufacturing,Employment,"56,201",337,752,"1,623","2,712","7,176","6,998","16,886","39,315",,,,,,,,,,,,,,,,,,,,,
33391,Pump and Compressor Manufacturing,"Annual Payroll ($1,000)","2,984,760","18,309","30,622","79,810","128,741","326,777","335,388","790,906","2,193,854",,,,,,,,,,,,,,,,,,,,,
333911,Pump and Pumping Equipment Manufacturing,Firms,413,95,66,74,235,105,28,368,45,,,,,,,,,,,,,,,,,,,,,
333911,Pump and Pumping Equipment Manufacturing,Establishments,490,95,66,74,235,109,39,383,107,,,,,,,,,,,,,,,,,,,,,
333911,Pump and Pumping Equipment Manufacturing,Employment,"30,764",186,440,"1,022","1,648","4,253","4,086","9,987","20,777",,,,,,,,,,,,,,,,,,,,,
333911,Pump and Pumping Equipment Manufacturing,"Annual Payroll ($1,000)","1,627,258","9,317","19,258","54,078","82,653","201,874","194,699","479,226","1,148,032",,,,,,,,,,,,,,,,,,,,,
333912,Air and Gas Compressor Manufacturing,Firms,272,72,42,40,154,59,21,234,38,,,,,,,,,,,,,,,,,,,,,
333912,Air and Gas Compressor Manufacturing,Establishments,318,72,42,40,154,62,26,242,76,,,,,,,,,,,,,,,,,,,,,
333912,Air and Gas Compressor Manufacturing,Employment,"21,417",133,280,554,967,"2,625","2,194","5,786","15,631",,,,,,,,,,,,,,,,,,,,,
333912,Air and Gas Compressor Manufacturing,"Annual Payroll ($1,000)","1,136,564","5,965","10,603","22,798","39,366","113,679","106,190","259,235","877,329",,,,,,,,,,,,,,,,,,,,,
333913,Measuring and Dispensing Pump Manufacturing,Firms,36,10,5,3,18,7,4,29,7,,,,,,,,,,,,,,,,,,,,,
333913,Measuring and Dispensing Pump Manufacturing,Establishments,39,10,5,3,18,7,4,29,10,,,,,,,,,,,,,,,,,,,,,
333913,Measuring and Dispensing Pump Manufacturing,Employment,"4,020",18,32,47,97,298,718,"1,113","2,907",,,,,,,,,,,,,,,,,,,,,
333913,Measuring and Dispensing Pump Manufacturing,"Annual Payroll ($1,000)","220,938","3,027",761,"2,934","6,722","11,224","34,499","52,445","168,493",,,,,,,,,,,,,,,,,,,,,
33392,Material Handling Equipment Manufacturing,Firms,"1,561",337,265,268,870,474,135,"1,479",82,,,,,,,,,,,,,,,,,,,,,
33392,Material Handling Equipment Manufacturing,Establishments,"1,692",337,265,268,870,490,180,"1,540",152,,,,,,,,,,,,,,,,,,,,,
33392,Material Handling Equipment Manufacturing,Employment,"78,184",621,"1,788","3,734","6,143","19,862","18,063","44,068","34,116",,,,,,,,,,,,,,,,,,,,,
33392,Material Handling Equipment Manufacturing,"Annual Payroll ($1,000)","3,800,606","26,425","67,382","156,144","249,951","902,670","859,319","2,011,940","1,788,666",,,,,,,,,,,,,,,,,,,,,
333921,Elevator and Moving Stairway Manufacturing,Firms,173,39,39,29,107,41,14,162,11,,,,,,,,,,,,,,,,,,,,,
333921,Elevator and Moving Stairway Manufacturing,Establishments,183,39,39,29,107,41,17,165,18,,,,,,,,,,,,,,,,,,,,,
333921,Elevator and Moving Stairway Manufacturing,Employment,"7,059",66,263,399,728,"1,618","1,819","4,165","2,894",,,,,,,,,,,,,,,,,,,,,
333921,Elevator and Moving Stairway Manufacturing,"Annual Payroll ($1,000)","331,897","2,274","11,671","17,850","31,795","72,882","76,150","180,827","151,070",,,,,,,,,,,,,,,,,,,,,
333922,Conveyor and Conveying Equipment Manufacturing,Firms,732,150,114,120,384,251,66,701,31,,,,,,,,,,,,,,,,,,,,,
333922,Conveyor and Conveying Equipment Manufacturing,Establishments,776,150,114,120,384,260,85,729,47,,,,,,,,,,,,,,,,,,,,,
